,idcode,age,race,married,never_married,grade,collgrad,south,smsa,c_city,industry,occupation,union,wage,hours,ttl_exp,tenure,south_city
181,425,34,White,Single,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Manufacturing,Operatives,NotMentioned,3.64,40,9,1.0,Not south & Not central city
182,426,40,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Wholesale/Retail trade,Laborers,Nonunion,2.68,30,1,0.42,Not south & Not central city
183,429,43,White,Married,Has been married,13,Not college grad,South,SMSA,Not central city,Professional services,Sales,Nonunion,7.75,40,6,3.08,South & Not central city
184,431,36,White,Single,Never married,16,College grad,Not south,Not SMSA,Not central city,Public administration,Professional/Technical,Union,11.41,38,16,8.33,Not south & Not central city
185,432,37,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Manufacturing,Operatives,Nonunion,7.04,55,9,6.75,Not south & Not central city
186,433,43,White,Married,Has been married,13,Not college grad,Not south,SMSA,Not central city,Finance/Ins/Real estate,Clerical/Unskilled,Nonunion,6.66,40,13,1.83,Not south & Not central city
187,434,34,White,Single,Never married,12,Not college grad,Not south,SMSA,Not central city,Personal services,Laborers,NotMentioned,3.05,30,7,1.17,Not south & Not central city
188,436,37,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Public administration,Sales,Nonunion,7.85,40,18,18.25,Not south & Not central city
189,440,37,White,Married,Has been married,11,Not college grad,Not south,SMSA,Not central city,Finance/Ins/Real estate,Sales,Nonunion,8.15,38,13,2.83,Not south & Not central city
190,441,42,White,Married,Has been married,9,Not college grad,Not south,SMSA,Not central city,Personal services,Laborers,Nonunion,7.25,16,2,0.08,Not south & Not central city
191,443,37,White,Married,Has been married,13,Not college grad,Not south,SMSA,Not central city,Wholesale/Retail trade,Clerical/Unskilled,Nonunion,5.64,20,11,1.75,Not south & Not central city
192,447,39,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Professional services,Managers/Admin,Nonunion,11.05,37,14,4.0,Not south & Not central city
193,448,38,White,Single,Has been married,16,College grad,Not south,Not SMSA,Not central city,Wholesale/Retail trade,Managers/Admin,Nonunion,11.63,45,9,4.17,Not south & Not central city
194,449,45,White,Married,Has been married,14,Not college grad,Not south,SMSA,Not central city,Professional services,Sales,Nonunion,8.62,42,9,6.92,Not south & Not central city
195,450,39,White,Married,Has been married,14,Not college grad,Not south,Not SMSA,Not central city,Professional services,Professional/Technical,Nonunion,11.25,20,18,10.75,Not south & Not central city
196,451,40,White,Single,Has been married,10,Not college grad,Not south,SMSA,Not central city,Wholesale/Retail trade,Laborers,Nonunion,5.24,43,6,5.75,Not south & Not central city
197,455,39,White,Married,Has been married,13,Not college grad,Not south,SMSA,Central city,Personal services,Laborers,Nonunion,9.2,7,11,2.0,Not south & Central city
198,456,36,White,Married,Has been married,12,Not college grad,Not south,SMSA,Central city,Wholesale/Retail trade,Operatives,NotMentioned,3.76,30,7,0.33,Not south & Central city
199,457,38,White,Married,Has been married,14,Not college grad,Not south,SMSA,Not central city,Finance/Ins/Real estate,Professional/Technical,NotMentioned,35.73,45,10,2.33,Not south & Not central city
200,459,38,White,Single,Never married,8,Not college grad,Not south,SMSA,Not central city,Professional services,Laborers,NotMentioned,5.85,30,19,9.67,Not south & Not central city
201,460,42,White,Married,Has been married,13,Not college grad,Not south,Not SMSA,Not central city,Ag/Forestry/Fisheries,Sales,NotMentioned,3.1,3,7,1.5,Not south & Not central city
202,467,41,White,Single,Has been married,14,Not college grad,Not south,Not SMSA,Not central city,Public administration,Sales,Union,7.24,40,17,8.33,Not south & Not central city
203,469,35,White,Single,Has been married,11,Not college grad,Not south,Not SMSA,Not central city,Public administration,Sales,Nonunion,6.77,48,15,9.92,Not south & Not central city
204,474,35,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Wholesale/Retail trade,Sales,Nonunion,2.86,20,7,1.58,Not south & Not central city
205,477,42,White,Married,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Wholesale/Retail trade,Sales,Nonunion,3.1,30,10,2.25,Not south & Not central city
206,478,38,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Professional services,Sales,Nonunion,6.59,32,6,1.83,Not south & Not central city
207,481,37,White,Married,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Professional services,Sales,Union,8.29,38,15,7.33,Not south & Not central city
208,483,42,White,Married,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Wholesale/Retail trade,Sales,Nonunion,5.03,40,6,3.0,Not south & Not central city
209,485,35,White,Married,Has been married,17,College grad,South,SMSA,Not central city,Professional services,Managers/Admin,Nonunion,3.62,40,12,0.08,South & Not central city
210,486,38,Black,Single,Has been married,18,College grad,Not south,SMSA,Not central city,Professional services,Other,NotMentioned,11.07,40,16,6.75,Not south & Not central city
211,487,36,Black,Single,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Personal services,Laborers,NotMentioned,6.65,22,13,2.08,Not south & Not central city
212,488,43,White,Married,Has been married,16,College grad,South,SMSA,Central city,Wholesale/Retail trade,Clerical/Unskilled,Nonunion,12.38,25,8,1.0,South & Central city
213,492,39,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Transport/Comm/Utility,Clerical/Unskilled,Nonunion,7.25,50,14,3.92,Not south & Not central city
214,495,38,White,Married,Has been married,16,College grad,Not south,SMSA,Not central city,Professional services,Other,Union,8.6,45,14,13.67,Not south & Not central city
215,496,40,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Professional services,Professional/Technical,Nonunion,12.85,40,18,11.75,Not south & Not central city
216,499,38,White,Single,Has been married,10,Not college grad,Not south,SMSA,Central city,Construction,Operatives,NotMentioned,4.11,40,5,0.33,Not south & Central city
217,504,43,White,Married,Has been married,16,College grad,Not south,SMSA,Not central city,Professional services,Other,Union,10.32,60,15,14.42,Not south & Not central city
218,505,36,White,Married,Has been married,14,Not college grad,Not south,Not SMSA,Not central city,Professional services,Sales,Union,6.03,18,19,18.58,Not south & Not central city
219,507,39,White,Married,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Professional services,Sales,NotMentioned,38.71,40,8,5.83,Not south & Not central city
220,510,35,White,Married,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Public administration,Sales,Union,7.53,40,9,7.5,Not south & Not central city
221,516,35,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Professional services,Laborers,Union,3.57,40,13,6.92,Not south & Not central city
222,518,43,White,Married,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Wholesale/Retail trade,Managers/Admin,Nonunion,6.81,40,17,16.92,Not south & Not central city
223,519,36,White,Married,Has been married,12,Not college grad,South,SMSA,Central city,Professional services,Sales,Union,6.34,40,12,5.67,South & Central city
224,521,39,White,Single,Has been married,7,Not college grad,Not south,Not SMSA,Not central city,Manufacturing,Operatives,Nonunion,5.9,40,6,1.0,Not south & Not central city
225,522,41,White,Married,Has been married,14,Not college grad,Not south,SMSA,Central city,Professional services,Managers/Admin,Nonunion,5.45,40,10,6.92,Not south & Central city
226,524,38,White,Married,Has been married,12,Not college grad,Not south,SMSA,Central city,Professional services,Sales,Union,5.29,20,22,1.0,Not south & Central city
227,526,38,White,Married,Has been married,12,Not college grad,Not south,SMSA,Central city,Public administration,Sales,NotMentioned,7.27,35,10,3.17,Not south & Central city
228,531,40,White,Single,Has been married,16,College grad,Not south,SMSA,Not central city,Finance/Ins/Real estate,Clerical/Unskilled,Nonunion,1.55,50,12,1.17,Not south & Not central city
229,533,35,White,Married,Has been married,16,College grad,Not south,SMSA,Not central city,Professional services,Sales,Union,5.61,40,11,3.83,Not south & Not central city
230,538,45,White,Single,Has been married,12,Not college grad,Not south,SMSA,Not central city,Wholesale/Retail trade,Clerical/Unskilled,NotMentioned,3.55,12,10,0.58,Not south & Not central city
231,540,42,White,Married,Has been married,9,Not college grad,Not south,SMSA,Not central city,Wholesale/Retail trade,Laborers,Union,3.45,35,8,4.17,Not south & Not central city
232,541,38,White,Single,Has been married,13,Not college grad,South,Not SMSA,Not central city,Finance/Ins/Real estate,Clerical/Unskilled,Nonunion,22.52,55,17,13.42,South & Not central city
233,543,41,White,Single,Has been married,6,Not college grad,Not south,SMSA,Not central city,Personal services,Sales,Union,4.43,40,3,1.25,Not south & Not central city
234,548,38,White,Married,Has been married,12,Not college grad,Not south,SMSA,Central city,Professional services,Sales,NotMentioned,4.78,35,9,1.58,Not south & Central city
235,549,43,White,Single,Has been married,12,Not college grad,Not south,SMSA,Not central city,Construction,Sales,Nonunion,6.28,30,17,0.25,Not south & Not central city
236,551,36,White,Married,Has been married,16,College grad,South,SMSA,Not central city,Professional services,Professional/Technical,NotMentioned,9.66,24,14,3.08,South & Not central city
237,555,36,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Business/Repair svc,Managers/Admin,Nonunion,12.58,40,16,1.33,Not south & Not central city
238,558,42,Black,Single,Has been married,12,Not college grad,Not south,SMSA,Central city,Professional services,Professional/Technical,NotMentioned,4.18,40,6,1.42,Not south & Central city
239,562,44,Black,Married,Has been married,12,Not college grad,Not south,SMSA,Central city,Wholesale/Retail trade,Sales,Nonunion,8.37,37,8,1.42,Not south & Central city
240,570,36,Black,Single,Never married,16,College grad,Not south,SMSA,Central city,Manufacturing,Professional/Technical,Union,20.79,35,11,10.33,Not south & Central city
241,572,35,White,Single,Has been married,14,Not college grad,Not south,SMSA,Central city,Professional services,Professional/Technical,Union,7.99,38,8,6.33,Not south & Central city
242,576,36,White,Single,Never married,11,Not college grad,Not south,SMSA,Central city,Personal services,Laborers,Nonunion,2.52,24,6,3.0,Not south & Central city
243,584,42,White,Single,Has been married,12,Not college grad,Not south,SMSA,Central city,Public administration,Sales,Union,11.06,35,14,3.58,Not south & Central city
244,585,43,White,Single,Has been married,12,Not college grad,Not south,SMSA,Not central city,Professional services,Sales,Union,9.68,40,17,1.33,Not south & Not central city
245,588,45,White,Married,Has been married,16,College grad,Not south,SMSA,Not central city,Professional services,Other,Union,8.9,40,4,2.08,Not south & Not central city
246,595,40,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Finance/Ins/Real estate,Sales,Nonunion,4.21,35,12,1.58,Not south & Not central city
247,604,43,White,Married,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Business/Repair svc,Sales,Nonunion,4.18,40,3,0.83,Not south & Not central city
248,606,42,White,Married,Has been married,16,College grad,Not south,SMSA,Central city,Finance/Ins/Real estate,Clerical/Unskilled,NotMentioned,1.84,35,17,1.08,Not south & Central city
249,608,45,White,Married,Has been married,16,College grad,South,SMSA,Central city,Wholesale/Retail trade,Clerical/Unskilled,NotMentioned,8.69,37,9,1.83,South & Central city
250,609,38,White,Single,Has been married,12,Not college grad,Not south,SMSA,Not central city,Transport/Comm/Utility,Sales,Union,10.06,40,10,7.75,Not south & Not central city
251,614,42,White,Single,Never married,12,Not college grad,Not south,SMSA,Not central city,Transport/Comm/Utility,Sales,Union,11.95,35,20,20.33,Not south & Not central city
252,617,42,White,Married,Has been married,17,College grad,Not south,SMSA,Not central city,Professional services,Other,Union,19.91,35,15,14.75,Not south & Not central city
253,618,40,White,Married,Has been married,16,College grad,South,SMSA,Not central city,Professional services,Managers/Admin,Nonunion,7.94,40,5,2.42,South & Not central city
254,624,45,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Wholesale/Retail trade,Clerical/Unskilled,Nonunion,10.06,40,10,4.83,Not south & Not central city
255,635,40,White,Single,Has been married,12,Not college grad,Not south,SMSA,Central city,Professional services,Laborers,Union,7.52,35,10,2.42,Not south & Central city
